Region,Category,Kernel,Channel,Info_1,Info_2,Info_3
Nuclei,Texture,SumVariance,Mito,5,03,256
Nuclei,Texture,SumVariance,RNA,10,00,256
Nuclei,Texture,SumVariance,RNA,10,01,256
Nuclei,Texture,SumVariance,RNA,10,02,256
Nuclei,Texture,SumVariance,RNA,10,03,256
Nuclei,Texture,SumVariance,RNA,3,00,256
Nuclei,Texture,SumVariance,RNA,3,01,256
Nuclei,Texture,SumVariance,RNA,3,02,256
Nuclei,Texture,SumVariance,RNA,3,03,256
Nuclei,Texture,SumVariance,RNA,5,00,256
Nuclei,Texture,SumVariance,RNA,5,01,256
Nuclei,Texture,SumVariance,RNA,5,02,256
Nuclei,Texture,SumVariance,RNA,5,03,256
Nuclei,Texture,Variance,AGP,10,00,256
Nuclei,Texture,Variance,AGP,10,01,256
Nuclei,Texture,Variance,AGP,10,02,256
Nuclei,Texture,Variance,AGP,10,03,256
Nuclei,Texture,Variance,AGP,3,00,256
Nuclei,Texture,Variance,AGP,3,01,256
Nuclei,Texture,Variance,AGP,3,02,256
Nuclei,Texture,Variance,AGP,3,03,256
Nuclei,Texture,Variance,AGP,5,00,256
Nuclei,Texture,Variance,AGP,5,01,256
Nuclei,Texture,Variance,AGP,5,02,256
Nuclei,Texture,Variance,AGP,5,03,256
Nuclei,Texture,Variance,DNA,10,00,256
Nuclei,Texture,Variance,DNA,10,01,256
Nuclei,Texture,Variance,DNA,10,02,256
Nuclei,Texture,Variance,DNA,10,03,256
Nuclei,Texture,Variance,DNA,3,00,256
Nuclei,Texture,Variance,DNA,3,01,256
Nuclei,Texture,Variance,DNA,3,02,256
Nuclei,Texture,Variance,DNA,3,03,256
Nuclei,Texture,Variance,DNA,5,00,256
Nuclei,Texture,Variance,DNA,5,01,256
Nuclei,Texture,Variance,DNA,5,02,256
Nuclei,Texture,Variance,DNA,5,03,256
Nuclei,Texture,Variance,ER,10,00,256
Nuclei,Texture,Variance,ER,10,01,256
Nuclei,Texture,Variance,ER,10,02,256
Nuclei,Texture,Variance,ER,10,03,256
Nuclei,Texture,Variance,ER,3,00,256
Nuclei,Texture,Variance,ER,3,01,256
Nuclei,Texture,Variance,ER,3,02,256
Nuclei,Texture,Variance,ER,3,03,256
Nuclei,Texture,Variance,ER,5,00,256
Nuclei,Texture,Variance,ER,5,01,256
Nuclei,Texture,Variance,ER,5,02,256
Nuclei,Texture,Variance,ER,5,03,256
Nuclei,Texture,Variance,Mito,10,00,256
Nuclei,Texture,Variance,Mito,10,01,256
Nuclei,Texture,Variance,Mito,10,02,256
Nuclei,Texture,Variance,Mito,10,03,256
Nuclei,Texture,Variance,Mito,3,00,256
Nuclei,Texture,Variance,Mito,3,01,256
Nuclei,Texture,Variance,Mito,3,02,256
Nuclei,Texture,Variance,Mito,3,03,256
Nuclei,Texture,Variance,Mito,5,00,256
Nuclei,Texture,Variance,Mito,5,01,256
Nuclei,Texture,Variance,Mito,5,02,256
Nuclei,Texture,Variance,Mito,5,03,256
Nuclei,Texture,Variance,RNA,10,00,256
Nuclei,Texture,Variance,RNA,10,01,256
Nuclei,Texture,Variance,RNA,10,02,256
Nuclei,Texture,Variance,RNA,10,03,256
Nuclei,Texture,Variance,RNA,3,00,256
Nuclei,Texture,Variance,RNA,3,01,256
Nuclei,Texture,Variance,RNA,3,02,256
Nuclei,Texture,Variance,RNA,3,03,256
Nuclei,Texture,Variance,RNA,5,00,256
Nuclei,Texture,Variance,RNA,5,01,256
Nuclei,Texture,Variance,RNA,5,02,256
Nuclei,Texture,Variance,RNA,5,03,256
